"Country","Date_reported","Country_code","WHO_region","New_cases","Cumulative_cases","New_deaths","Cumulative_deaths","Population","New_cases_pc","Cumulative_cases_pc","New_deaths_pc","Cumulative_deaths_pc"
"France","6/28/2020","FR","EURO",0,156156,0,29700,66.941698,0,0.002332716,0,0.00044367
"France","10/28/2020","FR","EURO",33405,1167705,522,35244,66.941698,0.000499016,0.017443612,7.79783e-06,0.000526488
"France","7/28/2020","FR","EURO",2254,171476,15,30093,66.941698,3.36711e-05,0.002561572,2.24076e-07,0.00044954
"France","5/28/2020","FR","EURO",148,142852,66,28543,66.941698,2.21088e-06,0.002133976,9.85933e-07,0.000426386
"France","11/28/2020","FR","EURO",12415,2157332,956,51554,66.941698,0.00018546,0.032227028,1.42811e-05,0.000770133
"France","1/28/2021","FR","EURO",26483,3056198,349,74062,66.941698,0.000395613,0.045654623,5.21349e-06,0.001106366
"France","3/28/2020","FR","EURO",3748,32534,297,1992,66.941698,5.5989e-05,0.000486005,4.4367e-06,2.97572e-05
"France","1/28/2020","FR","EURO",0,3,0,0,66.941698,0,4.48151e-08,0,0
"France","9/28/2020","FR","EURO",11123,514785,27,31541,66.941698,0.00016616,0.00769005,4.03336e-07,0.000471171
"France","4/28/2020","FR","EURO",1160,124440,437,23261,66.941698,1.73285e-05,0.001858931,6.52807e-06,0.000347481
"France","12/28/2020","FR","EURO",8816,2516348,173,62370,66.941698,0.000131697,0.037590143,2.58434e-06,0.000931706
"France","8/28/2020","FR","EURO",5963,244254,29,30440,66.941698,8.90775e-05,0.003648757,4.33213e-07,0.000454724
"Germany","8/28/2020","DE","EURO",1571,239507,3,9288,82.914191,1.89473e-05,0.002888613,3.6182e-08,0.000112019
"Germany","3/28/2020","DE","EURO",6294,48582,72,325,82.914191,7.59098e-05,0.000585931,8.68368e-07,3.91972e-06
"Germany","6/28/2020","DE","EURO",256,193499,3,8957,82.914191,3.08753e-06,0.002333726,3.6182e-08,0.000108027
"Germany","4/28/2020","DE","EURO",1144,156337,163,5913,82.914191,1.37974e-05,0.001885528,1.96589e-06,7.13147e-05
"Germany","7/28/2020","DE","EURO",633,206242,4,9122,82.914191,7.6344e-06,0.002487415,4.82426e-08,0.000110017
"Germany","12/28/2020","DE","EURO",10976,1651834,348,30126,82.914191,0.000132378,0.019922211,4.19711e-06,0.000363339
"Germany","10/28/2020","DE","EURO",14964,464239,85,10183,82.914191,0.000180476,0.005599029,1.02516e-06,0.000122814
"Germany","11/28/2020","DE","EURO",21695,1028089,379,15965,82.914191,0.000261656,0.012399434,4.57099e-06,0.000192548
"Germany","5/28/2020","DE","EURO",353,179717,62,8411,82.914191,4.25741e-06,0.002167506,7.47761e-07,0.000101442
"Germany","1/28/2021","DE","EURO",17549,2178828,941,54913,82.914191,0.000211653,0.026278107,1.13491e-05,0.000662287
"Germany","9/28/2020","DE","EURO",1192,285332,3,9460,82.914191,1.43763e-05,0.003441293,3.6182e-08,0.000114094
"Germany","2/28/2020","DE","EURO",26,47,0,0,82.914191,3.13577e-07,5.66851e-07,0,0
"Germany","1/28/2020","DE","EURO",1,1,0,0,82.914191,1.20607e-08,1.20607e-08,0,0
"Greece","10/28/2020","GR","EURO",1256,32752,12,593,10.725886,0.0001171,0.003053547,1.11879e-06,5.52868e-05
"Greece","2/28/2020","GR","EURO",2,3,0,0,10.725886,1.86465e-07,2.79697e-07,0,0
"Greece","6/28/2020","GR","EURO",23,3366,0,191,10.725886,2.14434e-06,0.00031382,0,1.78074e-05
"Greece","1/28/2020","GR","EURO",0,0,0,0,10.725886,0,0,0,0
"Greece","11/28/2020","GR","EURO",1981,101287,101,2102,10.725886,0.000184693,0.009443229,9.41647e-06,0.000195974
"Greece","1/28/2021","GR","EURO",857,154083,32,5724,10.725886,7.99002e-05,0.014365527,2.98344e-06,0.000533662
"Greece","3/28/2020","GR","EURO",74,966,2,28,10.725886,6.8992e-06,9.00625e-05,1.86465e-07,2.61051e-06
"Greece","7/28/2020","GR","EURO",34,4227,0,202,10.725886,3.1699e-06,0.000394093,0,1.88329e-05
"Greece","5/28/2020","GR","EURO",11,2903,0,173,10.725886,1.02556e-06,0.000270654,0,1.61292e-05
"Greece","9/28/2020","GR","EURO",216,17444,3,379,10.725886,2.01382e-05,0.001626346,2.79697e-07,3.53351e-05
"Greece","12/28/2020","GR","EURO",342,135456,53,4606,10.725886,3.18855e-05,0.012628887,4.94132e-06,0.000429428
"Greece","8/28/2020","GR","EURO",251,9531,6,254,10.725886,2.34013e-05,0.000888598,5.59394e-07,2.3681e-05
"Greece","4/28/2020","GR","EURO",28,2534,6,136,10.725886,2.61051e-06,0.000236251,5.59394e-07,1.26796e-05
"Hungary","12/28/2020","HU","EURO",609,316669,114,9161,9.7676,6.2349e-05,0.032420349,1.16712e-05,0.000937897
"Hungary","2/28/2020","HU","EURO",0,0,0,0,9.7676,0,0,0,0
"Hungary","11/28/2020","HU","EURO",6268,204708,152,4516,9.7676,0.000641713,0.020957861,1.55617e-05,0.000462345
"Hungary","3/28/2020","HU","EURO",43,343,1,11,9.7676,4.40231e-06,3.51161e-05,1.02379e-07,1.12617e-06
"Hungary","4/28/2020","HU","EURO",66,2649,11,291,9.7676,6.75703e-06,0.000271203,1.12617e-06,2.97924e-05
"Hungary","8/28/2020","HU","EURO",91,5379,0,614,9.7676,9.31652e-06,0.000550698,0,6.28609e-05
"Hungary","7/28/2020","HU","EURO",8,4456,0,596,9.7676,8.19034e-07,0.000456202,0,6.10181e-05
"Hungary","10/28/2020","HU","EURO",2291,65933,43,1578,9.7676,0.000234551,0.006750174,4.40231e-06,0.000161555
"Hungary","1/28/2020","HU","EURO",0,0,0,0,9.7676,0,0,0,0
"Hungary","1/28/2021","HU","EURO",1569,363450,93,12291,9.7676,0.000160633,0.037209755,9.52127e-06,0.001258344
"Hungary","6/28/2020","HU","EURO",11,4138,0,578,9.7676,1.12617e-06,0.000423646,0,5.91752e-05
"Hungary","9/28/2020","HU","EURO",702,24716,13,749,9.7676,7.18703e-05,0.002530407,1.33093e-06,7.66821e-05
"Hungary","5/28/2020","HU","EURO",23,3816,4,509,9.7676,2.35472e-06,0.000390679,4.09517e-07,5.21111e-05
"Iceland","9/28/2020","IS","EURO",22,2623,0,10,0.352722,6.23721e-05,0.007436451,0,2.83509e-05
"Iceland","1/28/2020","IS","EURO",0,0,0,0,0.352722,0,0,0,0
"Iceland","5/28/2020","IS","EURO",1,1805,0,10,0.352722,2.83509e-06,0.005117345,0,2.83509e-05
"Iceland","10/28/2020","IS","EURO",70,4574,0,11,0.352722,0.000198457,0.01296772,0,3.1186e-05
"Iceland","6/28/2020","IS","EURO",0,1820,0,10,0.352722,0,0.005159871,0,2.83509e-05
"Iceland","2/28/2020","IS","EURO",0,0,0,0,0.352722,0,0,0,0
"Iceland","1/28/2021","IS","EURO",8,6000,0,29,0.352722,2.26808e-05,0.017010564,0,8.22177e-05
"Iceland","12/28/2020","IS","EURO",43,5726,0,28,0.352722,0.000121909,0.016233748,0,7.93826e-05
"Iceland","8/28/2020","IS","EURO",5,2087,0,10,0.352722,1.41755e-05,0.005916841,0,2.83509e-05
"Iceland","4/28/2020","IS","EURO",0,1792,0,10,0.352722,0,0.005080488,0,2.83509e-05
"Iceland","3/28/2020","IS","EURO",88,890,0,2,0.352722,0.000249488,0.002523234,0,5.67019e-06
"Iceland","7/28/2020","IS","EURO",7,1854,0,10,0.352722,1.98457e-05,0.005256264,0,2.83509e-05
"Iceland","11/28/2020","IS","EURO",23,5346,0,26,0.352722,6.52072e-05,0.015156412,0,7.37124e-05
"India","3/28/2020","IN","SEARO",0,724,0,17,1354.051854,0,5.34691e-07,0,1.25549e-08
"India","7/28/2020","IN","SEARO",47703,1483156,654,33425,1354.051854,3.52298e-05,0.001095347,4.82995e-07,2.46852e-05
"India","11/28/2020","IN","SEARO",41322,9351109,485,136200,1354.051854,3.05173e-05,0.00690602,3.58184e-07,0.000100587
"India","10/28/2020","IN","SEARO",43893,7990322,508,120010,1354.051854,3.2416e-05,0.005901046,3.7517e-07,8.86303e-05
"India","8/28/2020","IN","SEARO",77266,3387500,1057,61529,1354.051854,5.70628e-05,0.002501751,7.8062e-07,4.54407e-05
"India","4/28/2020","IN","SEARO",1543,29435,62,934,1354.051854,1.13954e-06,2.17385e-05,4.57885e-08,6.89782e-07
"India","6/28/2020","IN","SEARO",19906,528859,410,16095,1354.051854,1.47011e-05,0.000390575,3.02795e-07,1.18865e-05
"India","12/28/2020","IN","SEARO",20021,10207871,279,147901,1354.051854,1.4786e-05,0.007538759,2.06048e-07,0.000109228
"India","9/28/2020","IN","SEARO",82170,6074702,1039,95542,1354.051854,6.06845e-05,0.004486314,7.67327e-07,7.05601e-05
"India","2/28/2020","IN","SEARO",0,7,0,0,1354.051854,0,5.16967e-09,0,0
"India","1/28/2021","IN","SEARO",11666,10701193,123,153847,1354.051854,8.61562e-06,0.00790309,9.08385e-08,0.00011362
"India","1/28/2020","IN","SEARO",0,0,0,0,1354.051854,0,0,0,0
"India","5/28/2020","IN","SEARO",6566,158333,194,4531,1354.051854,4.84915e-06,0.000116933,1.43274e-07,3.34625e-06
"Indonesia","6/28/2020","ID","SEARO",1385,52812,37,2720,265.0153,5.22611e-06,0.000199279,1.39615e-07,1.02636e-05
"Indonesia","7/28/2020","ID","SEARO",1525,100303,57,4838,265.0153,5.75438e-06,0.00037848,2.15082e-07,1.82555e-05
"Indonesia","2/28/2020","ID","SEARO",0,0,0,0,265.0153,0,0,0,0
"Indonesia","8/28/2020","ID","SEARO",2719,162884,120,7064,265.0153,1.02598e-05,0.000614621,4.52804e-07,2.66551e-05
"Indonesia","10/28/2020","ID","SEARO",3520,396454,101,13512,265.0153,1.32823e-05,0.001495966,3.8111e-07,5.09857e-05
"Indonesia","9/28/2020","ID","SEARO",3874,275213,78,10386,265.0153,1.4618e-05,0.00103848,2.94323e-07,3.91902e-05
"Indonesia","1/28/2021","ID","SEARO",11948,1024298,387,28855,265.0153,4.50842e-05,0.003865052,1.46029e-06,0.000108881
"Indonesia","4/28/2020","ID","SEARO",415,9511,8,773,265.0153,1.56595e-06,3.58885e-05,3.01869e-08,2.91681e-06
"Indonesia","5/28/2020","ID","SEARO",687,24538,23,1496,265.0153,2.5923e-06,9.25909e-05,8.67874e-08,5.64496e-06
"Indonesia","1/28/2020","ID","SEARO",0,0,0,0,265.0153,0,0,0,0
"Indonesia","11/28/2020","ID","SEARO",5828,522581,169,16521,265.0153,2.19912e-05,0.00197189,6.37699e-07,6.23398e-05
"Indonesia","12/28/2020","ID","SEARO",6528,713365,243,21237,265.0153,2.46325e-05,0.002691788,9.16928e-07,8.0135e-05
"Indonesia","3/28/2020","ID","SEARO",0,1046,0,87,265.0153,0,3.94694e-06,0,3.28283e-07
"Ireland","8/28/2020","IE","EURO",90,28453,0,1777,4.857015,1.85299e-05,0.005858125,0,0.000365863
"Ireland","12/28/2020","IE","EURO",735,86129,4,2204,4.857015,0.000151328,0.017732908,8.23551e-07,0.000453777
"Ireland","4/28/2020","IE","EURO",386,19648,15,1102,4.857015,7.94727e-05,0.004045283,3.08832e-06,0.000226888
"Ireland","1/28/2021","IE","EURO",1331,191182,54,3120,4.857015,0.000274037,0.039362036,1.11179e-05,0.00064237
"Ireland","1/28/2020","IE","EURO",0,0,0,0,4.857015,0,0,0,0
"Ireland","9/28/2020","IE","EURO",430,34990,0,1802,4.857015,8.85317e-05,0.007204013,0,0.00037101
"Ireland","3/28/2020","IE","EURO",302,2121,3,22,4.857015,6.21781e-05,0.000436688,6.17663e-07,4.52953e-06
"Ireland","5/28/2020","IE","EURO",68,24803,16,1631,4.857015,1.40004e-05,0.005106634,3.2942e-06,0.000335803
"Ireland","2/28/2020","IE","EURO",0,0,0,0,4.857015,0,0,0,0
"Ireland","6/28/2020","IE","EURO",23,25437,4,1734,4.857015,4.73542e-06,0.005237167,8.23551e-07,0.000357009
"Ireland","11/28/2020","IE","EURO",205,71699,7,2043,4.857015,4.2207e-05,0.014761947,1.44121e-06,0.000420629
"Ireland","7/28/2020","IE","EURO",11,25892,0,1763,4.857015,2.26477e-06,0.005330846,0,0.00036298
"Ireland","10/28/2020","IE","EURO",700,58767,5,1890,4.857015,0.000144121,0.012099407,1.02944e-06,0.000389128
"Israel","1/28/2020","IL","EURO",0,0,0,0,8.872943,0,0,0,0
"Israel","11/28/2020","IL","EURO",1087,333307,9,2846,8.872943,0.000122507,0.037564425,1.01432e-06,0.00032075
"Israel","9/28/2020","IL","EURO",5882,228776,26,1473,8.872943,0.000662914,0.025783553,2.93026e-06,0.00016601
"Israel","12/28/2020","IL","EURO",2659,399327,23,3235,8.872943,0.000299675,0.045005023,2.59215e-06,0.000364592
"Israel","7/28/2020","IL","EURO",1042,62468,11,505,8.872943,0.000117436,0.00704028,1.23972e-06,5.69146e-05
"Israel","8/28/2020","IL","EURO",1953,108824,11,888,8.872943,0.000220107,0.012264702,1.23972e-06,0.00010008
"Israel","3/28/2020","IL","EURO",520,2995,5,10,8.872943,5.86051e-05,0.000337543,5.63511e-07,1.12702e-06
"Israel","4/28/2020","IL","EURO",83,15394,2,204,8.872943,9.35428e-06,0.001734937,2.25404e-07,2.29912e-05
"Israel","5/28/2020","IL","EURO",50,16742,0,284,8.872943,5.63511e-06,0.00188686,0,3.20074e-05
"Israel","1/28/2021","IL","EURO",7798,616268,53,4582,8.872943,0.000878852,0.069454746,5.97322e-06,0.000516401
"Israel","10/28/2020","IL","EURO",884,311199,28,2474,8.872943,9.96287e-05,0.035072805,3.15566e-06,0.000278825
"Israel","6/28/2020","IL","EURO",464,23123,3,321,8.872943,5.22938e-05,0.002606012,3.38107e-07,3.61774e-05
"Israel","2/28/2020","IL","EURO",0,2,0,0,8.872943,0,2.25404e-07,0,0
"Italy","10/28/2020","IT","EURO",21989,564778,221,37700,60.421797,0.000363925,0.009347256,3.65762e-06,0.000623947
"Italy","7/28/2020","IT","EURO",168,246286,5,35112,60.421797,2.78045e-06,0.004076112,8.27516e-08,0.000581115
"Italy","8/28/2020","IT","EURO",1409,263949,5,35463,60.421797,2.33194e-05,0.00436844,8.27516e-08,0.000586924
"Italy","11/28/2020","IT","EURO",28342,1538217,827,53677,60.421797,0.000469069,0.025457982,1.36871e-05,0.000888371
"Italy","9/28/2020","IT","EURO",1766,309870,17,35835,60.421797,2.92279e-05,0.005128447,2.81355e-07,0.000593081
"Italy","1/28/2021","IT","EURO",15191,2501147,467,86889,60.421797,0.000251416,0.04139478,7.729e-06,0.001438041
"Italy","2/28/2020","IT","EURO",250,650,5,17,60.421797,4.13758e-06,1.07577e-05,8.27516e-08,2.81355e-07
"Italy","3/28/2020","IT","EURO",5959,86498,971,9136,60.421797,9.86233e-05,0.001431569,1.60704e-05,0.000151204
"Italy","6/28/2020","IT","EURO",175,240136,8,34716,60.421797,2.89631e-06,0.003974327,1.32403e-07,0.000574561
"Italy","5/28/2020","IT","EURO",584,231139,117,33072,60.421797,9.66539e-06,0.003825424,1.93639e-06,0.000547352
"Italy","1/28/2020","IT","EURO",0,0,0,0,60.421797,0,0,0,0
"Italy","4/28/2020","IT","EURO",1739,199414,333,26977,60.421797,2.8781e-05,0.003300365,5.51126e-06,0.000446478
"Italy","12/28/2020","IT","EURO",8937,2047696,305,71925,60.421797,0.00014791,0.033890022,5.04785e-06,0.001190382
"Japan","3/28/2020","JP","WPRO",112,1499,3,49,126.44318,8.85773e-07,1.18551e-05,2.37261e-08,3.87526e-07
"Japan","7/28/2020","JP","WPRO",972,30961,2,998,126.44318,7.68725e-06,0.000244861,1.58174e-08,7.89287e-06
"Japan","12/28/2020","JP","WPRO",2924,220236,39,3252,126.44318,2.3125e-05,0.001741778,3.08439e-07,2.57191e-05
"Japan","11/28/2020","JP","WPRO",2577,142068,23,2074,126.44318,2.03807e-05,0.001123572,1.819e-07,1.64026e-05
"Japan","8/28/2020","JP","WPRO",905,65573,12,1238,126.44318,7.15737e-06,0.000518597,9.49043e-08,9.79096e-06
"Japan","2/28/2020","JP","WPRO",23,214,1,5,126.44318,1.819e-07,1.69246e-06,7.90869e-09,3.95435e-08
"Japan","6/28/2020","JP","WPRO",93,18390,0,971,126.44318,7.35508e-07,0.000145441,0,7.67934e-06
"Japan","4/28/2020","JP","WPRO",191,13576,25,376,126.44318,1.51056e-06,0.000107368,1.97717e-07,2.97367e-06
"Japan","10/28/2020","JP","WPRO",618,98116,5,1730,126.44318,4.88757e-06,0.000775969,3.95435e-08,1.3682e-05
"Japan","5/28/2020","JP","WPRO",32,16683,9,867,126.44318,2.53078e-07,0.000131941,7.11782e-08,6.85683e-06
"Japan","1/28/2020","JP","WPRO",4,8,0,0,126.44318,3.16348e-08,6.32695e-08,0,0
"Japan","9/28/2020","JP","WPRO",441,82131,3,1548,126.44318,3.48773e-06,0.000649549,2.37261e-08,1.22427e-05
"Japan","1/28/2021","JP","WPRO",3927,375607,109,5361,126.44318,3.10574e-05,0.00297056,8.62047e-07,4.23985e-05
"Latvia","1/28/2020","LV","EURO",0,0,0,0,1.92717,0,0,0,0
"Latvia","9/28/2020","LV","EURO",22,1676,0,36,1.92717,1.14157e-05,0.000869669,0,1.86802e-05
"Latvia","1/28/2021","LV","EURO",1103,63027,12,1138,1.92717,0.000572342,0.032704432,6.22675e-06,0.000590503
"Latvia","10/28/2020","LV","EURO",136,4893,3,63,1.92717,7.05698e-05,0.002538956,1.55669e-06,3.26904e-05
"Latvia","5/28/2020","LV","EURO",4,1057,1,23,1.92717,2.07558e-06,0.000548473,5.18896e-07,1.19346e-05
"Latvia","6/28/2020","LV","EURO",3,1115,0,30,1.92717,1.55669e-06,0.000578569,0,1.55669e-05
"Latvia","12/28/2020","LV","EURO",511,36330,44,559,1.92717,0.000265156,0.018851477,2.28314e-05,0.000290063
"Latvia","2/28/2020","LV","EURO",0,0,0,0,1.92717,0,0,0,0
"Latvia","8/28/2020","LV","EURO",6,1366,1,34,1.92717,3.11337e-06,0.000708811,5.18896e-07,1.76424e-05
"Latvia","11/28/2020","LV","EURO",637,15808,2,190,1.92717,0.000330536,0.008202701,1.03779e-06,9.85902e-05
"Latvia","4/28/2020","LV","EURO",6,818,1,13,1.92717,3.11337e-06,0.000424457,5.18896e-07,6.74564e-06
"Latvia","3/28/2020","LV","EURO",36,280,0,0,1.92717,1.86802e-05,0.000145291,0,0
"Latvia","7/28/2020","LV","EURO",1,1220,0,31,1.92717,5.18896e-07,0.000633053,0,1.60858e-05
"Liechtenstein","4/28/2020","LI","EURO",0,83,0,1,2.801541,0,2.96266e-05,0,3.56946e-07
"Liechtenstein","12/28/2020","LI","EURO",29,2115,1,38,2.801541,1.03514e-05,0.000754942,3.56946e-07,1.3564e-05
"Liechtenstein","8/28/2020","LI","EURO",1,107,0,1,2.801541,3.56946e-07,3.81933e-05,0,3.56946e-07
"Liechtenstein","1/28/2020","LI","EURO",0,0,0,0,2.801541,0,0,0,0
"Liechtenstein","1/28/2021","LI","EURO",9,2552,0,50,2.801541,3.21252e-06,0.000910927,0,1.78473e-05
"Liechtenstein","9/28/2020","LI","EURO",0,119,0,1,2.801541,0,4.24766e-05,0,3.56946e-07
"Liechtenstein","3/28/2020","LI","EURO",1,62,0,0,2.801541,3.56946e-07,2.21307e-05,0,0
"Liechtenstein","11/28/2020","LI","EURO",6,1285,1,16,2.801541,2.14168e-06,0.000458676,3.56946e-07,5.71114e-06
"Liechtenstein","5/28/2020","LI","EURO",0,83,0,1,2.801541,0,2.96266e-05,0,3.56946e-07
"Liechtenstein","7/28/2020","LI","EURO",1,88,0,1,2.801541,3.56946e-07,3.14113e-05,0,3.56946e-07
"Liechtenstein","2/28/2020","LI","EURO",0,0,0,0,2.801541,0,0,0,0
"Liechtenstein","10/28/2020","LI","EURO",23,484,0,1,2.801541,8.20977e-06,0.000172762,0,3.56946e-07
"Liechtenstein","6/28/2020","LI","EURO",0,83,0,1,2.801541,0,2.96266e-05,0,3.56946e-07
"Luxembourg","11/28/2020","LU","EURO",1309,33409,12,300,0.60795,0.002153138,0.054953532,1.97385e-05,0.000493462
"Luxembourg","7/28/2020","LU","EURO",49,6321,0,112,0.60795,8.05987e-05,0.010397237,0,0.000184226
"Luxembourg","9/28/2020","LU","EURO",46,8357,0,124,0.60795,7.56641e-05,0.013746196,0,0.000203964
"Luxembourg","12/28/2020","LU","EURO",54,45830,8,478,0.60795,8.88231e-05,0.075384489,1.3159e-05,0.000786249
"Luxembourg","5/28/2020","LU","EURO",6,4001,0,110,0.60795,9.86923e-06,0.006581133,0,0.000180936
"Luxembourg","8/28/2020","LU","EURO",-1385,6543,0,124,0.60795,-0.002278148,0.010762398,0,0.000203964
"Luxembourg","3/28/2020","LU","EURO",152,1605,6,15,0.60795,0.000250021,0.00264002,9.86923e-06,2.46731e-05
"Luxembourg","10/28/2020","LU","EURO",485,14884,0,147,0.60795,0.000797763,0.024482277,0,0.000241796
"Luxembourg","4/28/2020","LU","EURO",6,3729,0,88,0.60795,9.86923e-06,0.006133728,0,0.000144749
"Luxembourg","1/28/2021","LU","EURO",237,50089,1,571,0.60795,0.000389835,0.082389999,1.64487e-06,0.000939222
"Luxembourg","1/28/2020","LU","EURO",0,0,0,0,0.60795,0,0,0,0
"Luxembourg","2/28/2020","LU","EURO",0,0,0,0,0.60795,0,0,0,0
"Luxembourg","6/28/2020","LU","EURO",44,4217,0,110,0.60795,7.23744e-05,0.006936426,0,0.000180936
"Malta","1/28/2020","MT","EURO",0,0,0,0,0.483793,0,0,0,0
"Malta","12/28/2020","MT","EURO",129,12241,3,206,0.483793,0.000266643,0.025302144,6.201e-06,0.000425802
"Malta","1/28/2021","MT","EURO",193,17192,3,258,0.483793,0.000398931,0.035535859,6.201e-06,0.000533286
"Malta","4/28/2020","MT","EURO",0,449,0,4,0.483793,0,0.000928083,0,8.268e-06
"Malta","6/28/2020","MT","EURO",0,669,0,9,0.483793,0,0.001382823,0,1.8603e-05
"Malta","10/28/2020","MT","EURO",107,5674,1,54,0.483793,0.000221169,0.011728156,2.067e-06,0.000111618
"Malta","9/28/2020","MT","EURO",21,2980,1,31,0.483793,4.3407e-05,0.006159659,2.067e-06,6.4077e-05
"Malta","8/28/2020","MT","EURO",37,1789,0,10,0.483793,7.6479e-05,0.003697863,0,2.067e-05
"Malta","11/28/2020","MT","EURO",70,9431,0,122,0.483793,0.00014469,0.019493874,0,0.000252174
"Malta","2/28/2020","MT","EURO",0,0,0,0,0.483793,0,0,0,0
"Malta","5/28/2020","MT","EURO",1,611,0,6,0.483793,2.067e-06,0.001262937,0,1.2402e-05
"Malta","3/28/2020","MT","EURO",5,139,0,0,0.483793,1.0335e-05,0.000287313,0,0
"Malta","7/28/2020","MT","EURO",1,699,0,9,0.483793,2.067e-06,0.001444833,0,1.8603e-05
"Mexico","12/28/2020","MX","AMRO",4974,1377217,189,122026,125.327797,3.96879e-05,0.010988919,1.50805e-06,0.000973655
"Mexico","11/28/2020","MX","AMRO",8107,1078594,645,104242,125.327797,6.46864e-05,0.008606183,5.1465e-06,0.000831755
"Mexico","8/28/2020","MX","AMRO",5267,573888,626,62076,125.327797,4.20258e-05,0.004579096,4.9949e-06,0.000495309
"Mexico","10/28/2020","MX","AMRO",4166,895326,247,89171,125.327797,3.32408e-05,0.007143874,1.97083e-06,0.000711502
"Mexico","7/28/2020","MX","AMRO",5480,390516,306,43680,125.327797,4.37253e-05,0.003115957,2.4416e-06,0.000348526
"Mexico","5/28/2020","MX","AMRO",3455,74560,501,8134,125.327797,2.75677e-05,0.00059492,3.99752e-06,6.49018e-05
"Mexico","2/28/2020","MX","AMRO",6,6,0,0,125.327797,4.78745e-08,4.78745e-08,0,0
"Mexico","3/28/2020","MX","AMRO",111,589,3,8,125.327797,8.85677e-07,4.69968e-06,2.39372e-08,6.38326e-08
"Mexico","1/28/2020","MX","AMRO",0,0,0,0,125.327797,0,0,0,0
"Mexico","9/28/2020","MX","AMRO",5573,726431,399,76243,125.327797,4.44674e-05,0.005796248,3.18365e-06,0.000608349
"Mexico","6/28/2020","MX","AMRO",5441,208392,719,25779,125.327797,4.34142e-05,0.001662776,5.73696e-06,0.000205693
"Mexico","1/28/2021","MX","AMRO",17165,1788905,1743,152016,125.327797,0.000136961,0.014273809,1.39075e-05,0.001212947
"Mexico","4/28/2020","MX","AMRO",835,14677,46,1351,125.327797,6.66253e-06,0.000117109,3.67037e-07,1.07797e-05
"Netherlands","1/28/2021","NL","EURO",4732,961076,68,13719,17.231622,0.000274611,0.055773972,3.94623e-06,0.000796153
"Netherlands","2/28/2020","NL","EURO",1,1,0,0,17.231622,5.80328e-08,5.80328e-08,0,0
"Netherlands","9/28/2020","NL","EURO",2976,111410,8,6373,17.231622,0.000172706,0.006465439,4.64263e-07,0.000369843
"Netherlands","5/28/2020","NL","EURO",194,45532,19,5843,17.231622,1.12584e-05,0.002642351,1.10262e-06,0.000339086
"Netherlands","4/28/2020","NL","EURO",405,37979,44,4482,17.231622,2.35033e-05,0.002204029,2.55345e-06,0.000260103
"Netherlands","1/28/2020","NL","EURO",0,0,0,0,17.231622,0,0,0,0
"Netherlands","12/28/2020","NL","EURO",9010,761710,28,10969,17.231622,0.000522876,0.044204196,1.62492e-06,0.000636562
"Netherlands","10/28/2020","NL","EURO",10267,311043,69,7137,17.231622,0.000595823,0.018050709,4.00427e-06,0.00041418
"Netherlands","6/28/2020","NL","EURO",77,49860,3,6079,17.231622,4.46853e-06,0.002893518,1.74099e-07,0.000352782
"Netherlands","8/28/2020","NL","EURO",508,68550,3,6213,17.231622,2.94807e-05,0.003978151,1.74099e-07,0.000360558
"Netherlands","11/28/2020","NL","EURO",5752,507612,83,9245,17.231622,0.000333805,0.029458167,4.81673e-06,0.000536514
"Netherlands","3/28/2020","NL","EURO",1167,8504,122,541,17.231622,6.77243e-05,0.000493511,7.08001e-06,3.13958e-05
"Netherlands","7/28/2020","NL","EURO",209,53089,1,6139,17.231622,1.21289e-05,0.003080906,5.80328e-08,0.000356264
"New Zealand","2/28/2020","NZ","WPRO",5,5,0,0,4.8855,1.02344e-06,1.02344e-06,0,0
"New Zealand","6/28/2020","NZ","WPRO",4,1176,0,22,4.8855,8.18749e-07,0.000240712,0,4.50312e-06
"New Zealand","7/28/2020","NZ","WPRO",1,1207,0,22,4.8855,2.04687e-07,0.000247058,0,4.50312e-06
"New Zealand","11/28/2020","NZ","WPRO",3,1694,0,25,4.8855,6.14062e-07,0.00034674,0,5.11718e-06
"New Zealand","3/28/2020","NZ","WPRO",78,416,0,0,4.8855,1.59656e-05,8.51499e-05,0,0
